,key,path,found_perm,true_perm,correct,overlap
70,b,/Users/jdreiling/Desktop/puck/puck//images/custom/michaels/medium/B/custom_michaels_medium_B_4.jpg,ahc,ahc,True,3
71,b,/Users/jdreiling/Desktop/puck/puck//images/custom/michaels/medium/B/custom_michaels_medium_B_0.jpg,ahc,ahc,True,3
72,b,/Users/jdreiling/Desktop/puck/puck//images/custom/michaels/medium/B/custom_michaels_medium_B_1.jpg,ahc,ahc,True,3
73,b,/Users/jdreiling/Desktop/puck/puck//images/custom/michaels/medium/B/custom_michaels_medium_B_3.jpg,ahc,ahc,True,3
74,b,/Users/jdreiling/Desktop/puck/puck//images/custom/michaels/medium/B/custom_michaels_medium_B_2.jpg,ahc,ahc,True,3
75,b,/Users/jdreiling/Desktop/puck/puck//images/custom/davids/high/B/custom_davids_high_B_4.jpg,ahc,ahc,True,3
76,b,/Users/jdreiling/Desktop/puck/puck//images/custom/davids/high/B/custom_davids_high_B_3.jpg,ahc,ahc,True,3
77,b,/Users/jdreiling/Desktop/puck/puck//images/custom/davids/high/B/custom_davids_high_B_2.jpg,ahc,ahc,True,3
78,b,/Users/jdreiling/Desktop/puck/puck//images/custom/davids/high/B/custom_davids_high_B_0.jpg,ahc,ahc,True,3
79,b,/Users/jdreiling/Desktop/puck/puck//images/custom/davids/high/B/custom_davids_high_B_1.jpg,ahc,ahc,True,3
80,b,/Users/jdreiling/Desktop/puck/puck//images/custom/davids/short/B/custom_davids_short_B_4.jpg,ehc,ahc,False,2
81,b,/Users/jdreiling/Desktop/puck/puck//images/custom/davids/short/B/custom_davids_short_B_3.jpg,ahc,ahc,True,3
82,b,/Users/jdreiling/Desktop/puck/puck//images/custom/davids/short/B/custom_davids_short_B_2.jpg,ahc,ahc,True,3
83,b,/Users/jdreiling/Desktop/puck/puck//images/custom/davids/short/B/custom_davids_short_B_0.jpg,ahc,ahc,True,3
84,b,/Users/jdreiling/Desktop/puck/puck//images/custom/davids/short/B/custom_davids_short_B_1.jpg,ahc,ahc,True,3
85,b,/Users/jdreiling/Desktop/puck/puck//images/custom/davids/medium/B/custom_davids_medium_B_3.jpg,ahc,ahc,True,3
86,b,/Users/jdreiling/Desktop/puck/puck//images/custom/davids/medium/B/custom_davids_medium_B_2.jpg,ahc,ahc,True,3
